INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'ALFRED', 'Noa', 'noa.alfred@live.fr', '75000', '7 rue du grand chemin', 'Organisme 2', '2002-09-29 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'TADIO', 'Albert', 'albert.tadio@hotmail.com', '75000', '1 bis impasse du petit chemin', 'Organisme 3', '2002-06-04 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'ALBERT', 'François', 'françois.albert@bouygues.net', '75000', '41 rue de la forêt', 'Organisme 5', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'ALBERT', 'Renaud', 'renaud.albert@msn.com', '75000', '30 ter impasse Adjudant Tifrice', 'Organisme 2', '2001-07-24 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'BAZIN', 'Fred', 'fred.bazin@live.fr', '75000', '38 ter avenue Besnière', 'Organisme 1', '2005-12-14 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 0, 'PAUL', 'Bertrand', 'bertrand.paul@yahoo.fr', '75000', '5 bis rue du moulin', 'Organisme 5', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'KIVEN', 'Max', 'max.kiven@hotmail.com', '75000', '45 rue Général Buat', 'Organisme 2', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'TADIO', 'Guillaume', 'guillaume.tadio@free.fr', '75000', '26 boulevard Général Buat', 'Organisme 3', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'DURAND', 'Pierre', 'pierre.durand@sfr.fr', '75000', '5 bis rue Besnière', 'Organisme 5', '2001-03-01 00:00:00', '2001-04-01 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 0, 'TADIO', 'Jean', 'jean.tadio@free.fr', '75000', '27 ter rue de la forêt', 'Organisme 2', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'DEVIL', 'Arnaud', 'arnaud.devil@bouygues.net', '75000', '42 bis avenue de la clairière', 'Organisme 3', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'JEAN', 'Jean', 'jean.jean@hotmail.com', '75000', '27 ter boulevard du grand chemin', 'Organisme 3', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 0, 'PASCAL', 'Jean-Pierre', 'jean-pierre.pascal@live.fr', '75000', '38 rue du petit chemin', 'Organisme 4', '2002-01-05 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'DUPONT', 'Renaud', 'renaud.dupont@yahoo.fr', '75000', '44 ter avenue de la clairière', 'Organisme 2', '2004-05-27 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'DUPONT', 'Max', 'max.dupont@gmail.com', '75000', '36 ter impasse de la clairière', 'Organisme 5', '2005-04-29 00:00:00', '2005-06-17 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'MARTIN', 'Jean-Pierre', 'jean-pierre.martin@bouygues.net', '75000', '14 bis rue de la forêt', 'Organisme 5', '2001-02-22 00:00:00', '2003-04-24 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'SILVA', 'Jules', 'jules.silva@gmail.com', '75000', '25 ter impasse de la forêt', 'Organisme 4', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'KIVEN', 'Bertrand', 'bertrand.kiven@gmail.com', '75000', '25 bis rue de la forêt', 'Organisme 4', '2004-04-21 00:00:00', '2005-12-15 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'DUPONT', 'Bertrand', 'bertrand.dupont@live.fr', '75000', '11 ter impasse du grand chemin', 'Organisme 5', '2001-02-12 00:00:00', '2002-02-28 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'ALBERT', 'Guillaume', 'guillaume.albert@hotmail.com', '75000', '41 bis impasse de la forêt', 'Organisme 3', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'DURAND', 'Jacques', 'jacques.durand@orange.net', '75000', '38 impasse de Lyon', 'Organisme 1', '2001-06-28 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'ALFRED', 'Max', 'max.alfred@orange.net', '75000', '39 ter avenue du grand chemin', 'Organisme 5', '2003-08-02 00:00:00', '2010-07-22 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'KIVEN', 'Jean-Paul', 'jean-paul.kiven@live.fr', '75000', '13 ter avenue du chemin Vert', 'Organisme 1', '2004-10-23 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'PASCAL', 'Sylvestre', 'sylvestre.pascal@msn.com', '75000', '30 impasse de la clairière', 'Organisme 5', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'PASCAL', 'Marc', 'marc.pascal@gmail.com', '75000', '49 avenue du petit chemin', 'Organisme 4', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'KIVEN', 'Jacques', 'jacques.kiven@gmail.com', '75000', '5 bis impasse de la forêt', 'Organisme 5', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'ROBERT', 'François', 'françois.robert@hotmail.com', '75000', '45 bis rue de Vannes', 'Organisme 1', '2004-02-29 00:00:00', '2008-04-20 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 0, 'BAZIN', 'Jules', 'jules.bazin@gmail.com', '75000', '50 rue du petit chemin', 'Organisme 5', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 0, 'SILVA', 'Paul', 'paul.silva@hotmail.com', '75000', '24 ter boulevard de la clairière', 'Organisme 2', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'SILVA', 'Fred', 'fred.silva@live.fr', '75000', '49 ter impasse du Lac', 'Organisme 3', '2001-04-21 00:00:00', '2001-05-28 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 0, 'PASCAL', 'Bertrand', 'bertrand.pascal@gmail.com', '75000', '46 bis avenue de Rennes', 'Organisme 3', '2007-10-29 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'PASCAL', 'Paul', 'paul.pascal@hotmail.com', '75000', '23 avenue Eiffel', 'Organisme 4', '2006-05-02 00:00:00', '2007-06-23 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'JEAN', 'James', 'james.jean@gmail.com', '75000', '45 boulevard de l''auberge', 'Organisme 3', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'DUPOND', 'Max', 'max.dupond@orange.net', '75000', '36 boulevard Ivry', 'Organisme 3', '2004-03-16 00:00:00', '2007-04-20 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 0, 'DENO', 'James', 'james.deno@hotmail.com', '75000', '34 bis boulevard Eiffel', 'Organisme 3', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'ALFRED', 'Jean-Pierre', 'jean-pierre.alfred@bouygues.net', '75000', '21 impasse du chemin Vert', 'Organisme 1', '2008-11-18 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'SILVA', 'James', 'james.silva@gmail.com', '75000', '17 bis rue de l''auberge', 'Organisme 2', '2004-06-02 00:00:00', '2005-09-19 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'JEAN', 'Pierre', 'pierre.jean@orange.net', '75000', '7 ter boulevard de Rennes', 'Organisme 4', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'DUPONT', 'Marc', 'marc.dupont@yahoo.fr', '75000', '11 ter impasse Ivry', 'Organisme 5', CURDATE(), CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'JACQUES', 'Guillaume', 'guillaume.jacques@live.fr', '75000', '16 ter impasse des Hortensias', 'Organisme 1', '2004-04-25 00:00:00', '2008-01-24 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'JACK', 'Sylvestre', 'sylvestre.jack@yahoo.fr', '75000', '36 bis rue de la clairière', 'Organisme 4', '2001-08-01 00:00:00', '2002-01-01 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 0, 'ALFRED', 'Albert', 'albert.alfred@yahoo.fr', '75000', '27 ter boulevard du grand chemin', 'Organisme 4', '2003-10-27 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'PAUL', 'Sylvestre', 'sylvestre.paul@msn.com', '75000', '42 ter impasse du grand Lac', 'Organisme 2', '2005-07-16 00:00:00', CURDATE());
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'ROBERT', 'Bruce', 'bruce.robert@gmail.com', '75000', '33 bis avenue de Vannes', 'Organisme 5', '2008-05-23 00:00:00', '2010-05-13 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 1, 1, 'ROBERT', 'Paul', 'paul.robert@sfr.fr', '75000', '21 rue de la forêt', 'Organisme 2', '2004-09-15 00:00:00', '2011-01-06 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 0, 'SOLAU', 'Marc', 'marc.solau@hotmail.com', '75000', '20 avenue de la forêt', 'Organisme 5', '2002-07-23 00:00:00', '2003-03-09 00:00:00');
INSERT INTO PARTENAIRE (ID_PAYS, ID_VILLE, ID_CIVILITE, PAR_IS_CLIENT, PAR_IS_VIP, PAR_NOM, PAR_PRENOM, PAR_PRO_COURRIEL, PAR_PRO_ADR_CP, PAR_PRO_ADR_RUE, PAR_ORGANISME, PAR_DATE_CREATION, PAR_DATE_MODIFICATION) VALUES (62, 2664, 2, 0, 1, 'PASCAL', 'Arnaud', 'arnaud.pascal@orange.net', '75000', '45 bis avenue du Lac', 'Organisme 4', CURDATE(), CURDATE());
